uuid,title,description
952c25877bfab939100eb784545252aa,Audit Associate [5 days|Bartley] 2894,Singapore Based  Attractive Salary Package  Company Benefits  Incentives  Career Progression OpportunitiesInterested applicants can also send your resume to 📲Whatsapp：+65 9460 8816https://api.whatsapp.com/send?phone=6594608816✉️Email: supreme.brandonlim@gmail.comand allow our Consultant to match you with our Clients.
a6963b8795b3f210e1b2fcf2e91bec5a,Senior MES Administrator,"Role  Responsibilities:  To gather requirements, design, develop and deployment of new CIM applications.  Lead the team and work with CIM support teams to ensure high system response time and system availability.  To prioritize Service Requests according to available resources and on time delivery.  Provide support to maintain 24x7 uptime for CIM applications.  Design, develop, monitoring, supporting and continuous improvements of assigned Computer Integrated Manufacturing (CIM) applications and components.  Work closely with System Administrators and DBAs to ensure high system availability and performance.  Documentation of requirements and coordination of enhancements in the assigned area.  Plan, coordinate and conduct training for assigned applications.  Work with other departments for productivity enhancements, error / cost reductions and other improvement projects when needed.Requirements:  BS degree in a computer discipline or relevant certification.  At least 5 years of working experience in high technology manufacturing environment related fields.  Good Knowledge of.Net, C#, C++ and Oracle PL/SQL.  In-depth familiarity and experience with MES (Camstar).  Additional shop floor automation and Industry 4.0 is a plus.  Knowledgeable in Windows, Windows server 2000 and Client Server Technology.  A team player with good leadership, communication skills and able to work independently.  Good analytical and troubleshooting skills.**To apply, please kindly email your updated resume to CV@copperco.com.sgWe regret that only shortlisted candidates will be notified.EA Personnel No. R1328116EA Licence No: 20C0333"
777677527b8c7989ba4f1b1585a2d800,Bartender,"Job DescriptionsThe Bartender is an essential member of the Food  Beverage team dedicated to providing exceptional quality and service to our guests. The Bartender assures each guest is greeted promptly, courteously, graciously with eye contact, and a smile. The Bartender provides hotel guests and servers with quick and efficient beverage service, following the state and city alcohol law while adhering to Regent Singapore standards of service. The Bartender has a complete working knowledge of all products served by the bar and ensures that all the details of service are performed properly and that every guest receives the highest quality of service.Job RequirementsWe are looking for individuals with excellent personal presentation and interpersonal skills. Strong beverage knowledge regarding beer, wine and liquor is required. The Bartender is also required to perform additional side duties and assist in the absence of a bar porter or bar server if necessary. Working knowledge of the Micros system is essential. The ideal candidate will have a confident outgoing personality and a can-do approach to any request. Applicants must have a flexible schedule with the ability to work all shifts, weekends and holidays"
e7c2f3f64741d0bd48cf15461d9ea203,F&B Service Crew,"Job Highlights:  Opportunity to learn and grow with the company  Meals  late night transport providedJob Requirements:  Charming and outgoing personality  Good customer-service, communication and interpersonal skills  Good basic food service technique  Good food hygiene standards  Able to work in a fast-paced environment  multi-task  Willing to learn  Minimum 2 years’ experience preferred  No experience also welcomed, training will be provided  Singapore citizens  PR preferredJob Description:  Place food and drinks orders  Able to explain the menu and make recommendations  Entertain guests with a professional and positive attitude  Ensure cleanliness of the restaurant according to hygiene standards  Perform opening and closing duties  Other routine duties as assigned"
41b87e1ac59e4abc389eb57b6b34415e,Business Development Executive ,"Responsibilities· Develop new business opportunities and prospect relationships to help drive the company's growth· Communicating with clients to understand their needs and offer solutions to their problems.· Contacting prospective clients through a variety of mediums – this could include reaching out on social media, phoning, emailing or meeting in person· Preparing and delivering pitches and presentations to potential new clients· Manage a portfolio of assigned accounts and nurture strong client contacts and positive relationships with key accounts· Develop marketing strategy and provide trustworthy feedback and after-sales support Analysis of market trends and conduct market research, current market conditions and competitor’s information to improve the effectiveness of marketing campaigns· Working with senior team members to identify and manage company risks that might prevent growth· Look into current business model to manage and stream line processes and develop operating proceduresRequirements:· Degree in marketing, business administration, or relevant.· Preferred individual with 1 to 2 years of working experience in management consulting work, business development and corporate accounts servicing· Strong communication and interpersonal skills for building meaningful relationships with clients· Have good analytical ability, possess good organizing skill and a good team player· Have high sense of self management, resourceful and able to work independently· Competency in Microsoft applications including PowerPoint, Word, Excel, and Outlook."
6641fde5542a724518c533cdb6c44b80,BIM Modeller,"Responsibilities:· Create accurate and organized Architectural Revit (BIM) models.· Develop plan, elevation, section, and detail drawings from the models with adequate detail and proper annotation for tender and construction.· Develop and maintain office BIM standards and procedures for sheet layout, layering, modelling processes and drawing formats.· Work productively and coordinate activities on numerous projects concurrently.· Ability to work individually and as part of a team to meet deadlines.Requirements:· Experience utilizing Autodesk Revit modeling in a consultancy office preferred.· Graduate of a qualified technical school or program.· Excellent time management skills.· Familiar with by law and authority process.· BIM experience in Singapore· Good technical knowledge.· Work independently, inter-personal skills and a good team player."
1b0bba1ee2f4818d63b034ba6366a24c,"Corporate Credit Analyst, Risk Management Department","Job Description:  Provide credit assessment on new  existing corporate customers in various industry and prepare a well analysed credit proposal for further approval.  Conduct periodic covenants check, portfolio reviews, regular compliance checks on financial covenants on respective accounts; keep management updated with any early warning signs.  Perform rating reviews of accounts.  Be well versed with the Bank's credit policies and procedures.  Monitor market and industry movement, corporate action and other news flow; assist in industry reviews and internal policy update.Requirements:  At least 3 years’ working experience in a financial institution. Commodities Trade Finance background would be an added advantage.  Recognized Degree in Accountancy/Commerce/Business/Finance or equivalent.  Good understanding of financial statement analysis and corporate banking products.  Strong communication and interpersonal skills. Proficiency in Chinese to communicate with Chinese speaking colleagues in Head office would be an added advantage.  Numerate, analytical, well organised, able to handle multiple tasks and meet tight deadlines."
9d7784bb2a2d5648f65d0c3b38d97913,"Account Strategist, Traditional Media Agency, Google Customer Solutions - Singapore","The area: Google Customer Solutions (GCS)When our millions of advertisers and publishers are happy, so are we! Our Google Customer Solutions (GCS) team of entrepreneurial, enthusiastic and client-focused members are the ""human face"" of Google, helping entrepreneurs both individually and broadly build their online presence and grow their businesses. We are dedicated to growing the unique needs of advertising companies. Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends. In collaboration, we create and implement business plans broadly for all types of businesses.The role: Account Strategist, Traditional Media Agency, Google Customer Solutions - SingaporeBusinesses that partner with Google come in all shapes, sizes and market caps, and no one Google advertising solution works for all. Your knowledge of online media combined with your communication skills and analytical abilities shapes how new and existing businesses grow. Using your relationship-building skills, you provide Google-caliber client service, research and market analysis. You anticipate how decisions are made, persistently explore and uncover the business needs of Google's key clients and understand how our range of product offerings can grow their business. Working with them, you set the vision and the strategy for how their advertising can reach thousands of users.Additional Role Description:The Traditional Agency Sales team is a sales team that cultivates customer success by partnering with a wide range of traditional media agencies.Our Agency Account Strategists are customer-focused initial-line sellers who serve as the contact of Google, offering the best solutions Google has to offer. As an Account Strategist, you will activate initiatives across agency and end-customers by improving account and campaign performance, driving thoughtful Google product adoption, and designing short, medium and long-term strategies to meet customer business objectives. You will collaborate with our teams of technicians, analysts, and solution specialists to analyze and solve customer challenges, engaging with industry opportunities and delivering a great customer experience.Responsibilities:- Manage a portfolio of businesses by understanding growth drivers, identifying opportunities for growth, managing risks, and building quarterly plans for achievements.- Drive customer growth by delivering outstanding customer business experience and achieving customer business and marketing objectives.- Own the business process by driving customer outreach, business pitches, solution implementation, and performance evaluation.- Work towards quarterly business and product growth goals.Minimum qualifications:- Bachelor's degree or equivalent practical experience.- 3 years of experience in Digital Media and/or Advertising Sales.Preferred qualifications:- Experience with Sales in a technology, advertising, media sales, and/or internet environment.- Experience with Google Ads and YouTube account management, managing advertising, and/or media campaigns.- Media experience across a variety of platforms (e.g., TV, Radio, Print, Sponsorship, etc.).- Experience managing multiple accounts simultaneously while paying attention to detail.- Ability to multitask and thrive in a rapidly changing environment with excellent problem-solving, creative thinking, and analytical skills."
3d10c14ae4508013ff44a3dffe6d689c,Assistant Software / Software Engineers (Training Provided/ Bukit Batok) -7914,"Whatsapp +65 86938995 (Rouis) or  Email: supreme.yaprouis@gmail.comCompany Background:The company is an industrial information technology company that provides intelligent information systems.They have executed numerous projects in process controls, monitoring and data reporting to various process industries.Our clients are multinationals in the petrochemical, oil  gas, pharmaceutical, food  beverage and general industries.Job Description:PLC, SCADA Programming-Engineering Design and Project Management-Site Commissioning-Documentation of instruction and operation manuals-Process Control Automation Systems-PLC (e.g. AB, ABB, Siemens)-SCADA and MES (e.g.. Wonderware and Rockwell)-Database (e.g. Access and SQL)-Microsoft (e.g. Visual Studio)Job Requirements:A keen interest in Software and Computer Technology is a pre-requisiteMust be self -driven and results-oriented with minimum supervision required.Willing to travel overseas when required"
4d29090f4acf3967680bdcba9566423a,Senior Security Officer / Security Supervisor,"Our company is expanding and seeking suitable individuals to apply for the position of Senior Security Officer/ Security Supervisor to perform the following duties and responsibilities :  - Perform Access Control- Manage Incidents- Provide Guard and Patrol Services- Detect Security Threats- Perform duties as delegated by SupervisorArea recruiting for : Punggol, Sengkang, Serangoon, Pasir Ris, Tampines, Woodland, Admiralty, YishunBenefits of working with our company : - competitive salary package- annual increment / bonus- fair and prompt payment- training and development- career progression- conducive environment- supportive management- 100% Singaporean workforceTraining provided for shortlisted applicants! Our EVP:“At Acestes, we’re looking for people with Integrity, Dedication, Passion, Professionalism, and Courage. We aim to improve your livelihood through sustainable employment and rising income as you adapt and grow through our training programmes and career progression. Even if your experience doesn’t precisely match the job description, we will train you to your fullest potential!""Today, our company continues to transform in a dynamic and sustainable way to create values for our customers, employees and the community.Visit us at website www.acestes.sg for more information about our company! Visit our facebook at https://www.facebook.com/AcestesPteLtd/ today! If you resonates with our news update or views, give us a LIKE or FOLLOW us !"
f525dbe0ce4fdb67f192e6d1d2ab95f8,Facility Services Specialist,"Calling All Talented Individuals!The Privé Group wants YOU.As one of the leading lifestyle’s operators in Singapore, The Privé Group is looking for dynamic talents for our existing and upcoming projects.We’ve got an eye out for those who actively endorse our vision and who will become champions for delivering the ultimate guest experience. A rich career path awaits those who are willing to devote their time and energy towards creating a rewarding environment for all.If you are passionate about the food and beverage industry and are serious about advancing your career (while having a bit of fun), we would love to hear from you.Job Responsibilities  Provide high standard of hygiene and cleanliness of the outlet  Emptying waste bins  Sweeping and mopping of floors  Cleaning of toilets and replenishing supplies such as toilet paper  Has good organisational skills and the ability to prioritise  Follow all health and safety regulations  Perform additional duties as neededJoin our growing team of experienced and enthusiastic talents  5 Days’ Work Week  Competitive Salary  Performance Incentives  Training  Development Programmes  Career Progression  Integrated Healthcare Benefits  Medical Insurance  Welfare Support (Night Transportation, Staff Meal)  Staff Discounts  Annual Leaves  Birthday Leave  Benefit  Public Holiday Benefit  Long Term Service Rewards"
4f34b575640ff587b171fcd0d61fdd46,Service Crew (Japanese Fine Dining- Omakase/ 6 days/ Shenton Way] (JQ),"6 days, 8 hours per day [closing at 3am (bar)/ 12am (restaurant)]Current opening: 11am- 8pm/ 2pm-11pmLocation: Robinson RoadJob scope:- Take orders and serve food and beverages- Present Food  Beverage information to patrons and communicate with customers and provide excellent service"
83d5999d60ed61deae251866e882f250,Civil & Structural Engineer,"· Prepare details design reports, calculations and drawings.· Prepare submissions to statutory agencies/ authorities.· Participate in the coordination with other disciplines in preparation of design deliveries.· Participate in preparing tender documentations.· Participate in the successful delivery of projects.· Perform any other duties as assigned.Requirements:· Degree in Civil or Structural Engineering from a recognized University and eligible for registration with the Professional Engineers Board (Singapore).· Conversant with local codes and authority submission procedures.· Excellent interpersonal, good written and verbal communication skills.· Have good knowledge of common engineering design software.· Working experience in engineering design consulting practice on building, geotechnical, infrastructure, rail or road projects (underground/basement/elevated structures, tunnel structures and MRT station structures).· Strong analytical skills.· Able to work under pressure with good time management skill.· Fresh graduates with good engineering fundamentals and passions for civil  structural engineering may also apply.Buildings:- Experienced in the design of residential buildings, commercial, institutional, high-rise buildings, schools, etc.- Familiar with precast and prestressed concrete, steelworks, PPVC and MET will be an added advantage.Infrastructure:- Experienced in the design of underground basements, tunnels, underground stations, maritime structures.Civil:- Experienced in the design of major civil infrastructure projects such as roads, drains, sewers, utilities, road and rail alignments.Bridge:- Experienced in the design of bridges and viaducts.Geotechnical:- Experienced in the design of earth retaining and stabilizing structures, deep foundations, reclamations, slope stabilities.- Familiar with the geotechnical impact assessment of structures and instrumentations.- Familiar with the application of geotechnical FEM software.If you wish to have the opportunity to work in an international consultancy firm that offers attractive remuneration, a 5-day work week and a conducive environment to enhance your skills and experience, please send your full resume, including your salary expectations and contact telephone number to2 International Business Park, #06-08The Strategy, Tower 1, Singapore 609930Email: HR@sg.tylin.com(Only shortlisted candidates will be notified)"
e496cbb883d2b58af50bea096e840c78,Junior Engineer,"Responsibilities:  Perform routine inspection and maintenance of Airfish 8 WIG craft’s propulsion system, including repair and troubleshooting  Perform and setting up engine performance testing using dynamometer  Installation and assembly of new propulsion system  Documentation and reporting all maintenance, inspection and troubleshooting activities  Sourcing for componentsRequirements:  Candidate must possess at least Professional Certificate/NiTEC, Diploma in Automotive / Mechanical Engineering or equivalent.  At least 2 Year(s) of working experience in the automotive industry or similar field  Fluent in English (both written and oral)  Additional certification or training in automotive field would be an advantage  Good knowledge of mechanical system design standard / practices and able to interpret technical drawings  Must have good hands on skill  Independent, creative and strong team player  Willing to work outdoor in a constraint space  Willing to travel overseas (Malaysia and other South East Asia Country)"
7366cfd67a3d5b2823a7cf42546e4b85,Pricing Manager,"General scope of work:The Pricing Manager is responsible for the pricing of all products, market analysis, margin tracking and analysis, responding to sales pricing requests and approvals. This role reports to the IBD Lead of Asia Pacific  China.Job responsibilities:· Develop pricing strategies for Asia Pacific to ensure a maximum profitability while meeting sales volume and margin goals.· Analyze pricing data and market trends to adjust and adapt to policy and price changes· Evaluate pricing based on customer requests, sales needs, and market research· Identify, prioritize, and execute pricing opportunities and initiatives in partnership with stakeholders from Sales  Marketing and Finance· Provide recommendations on discount calculation and authorize approvals· Track pricing tools’ usage and performance and adapt as necessary.· Partner and collaborate with China IBD Team for continuous improvement opportunities of the pricing and contracting processes.· Develop strategy to drive growth with right pricing and product mix· Define pricing matrix and approval sets and develop dynamic and lean pricing mechanics"
af0c873e58dfb2d34278d1d79406dd92,PR Executive ,"Responsibilities:· Define and develop the brand strategy for the company’s various brand· Drive growth (in guest visitation and spend metrics) and mind share through the marketing levers· To support the media and marketing communications effort and initiatives across all relevant marketing channels· Ensure a consistent best in class holistic brand experience for guests- on-line, offline, and translating into brand love and loyalty· Collaborate with teams to determine and ensure product, services and experiences deliver innovation and guest journeys within the voice of the brand· Present data and analytics reports through and research  insights to determine the consumer research roadmap and own relevant brand audits/trackings· Planning and execution of the PR and communications plan, including media pitches, corporate events, web launches, livestreams etc.· Create content for press kits, including press releases.· Handle and maintain close relationships with both digital and traditional media, social media KOLs and agency partners.· Plan, implement and evaluate effectiveness of campaigns and promotions.Requirements:· A Diploma in Business, Marketing, Communications or relevant· Strong copy-writing skills (both Mandarin and English is a MUST)· Proven ability to manage budgets.· Experience with PR, Branding and digital marketing· Competency in Microsoft applications including PowerPoint, Word, Excel, and Outlook."
098809c56c37acc094a01149bf17cd7c,Executive Secretary [5 Days / Jurong West] 9156,"Job title: Executive SecretarySalary range: S$3,500 – S$4,500Location: Chin Bee Drive Singapore (Jurong West)5 days830am-5pmExperience in handling legal correspondences and documents e.g. MOU, Tenancy Agreement, Sales  Purchase AgreementRoles  Responsibilities:• Assist the Directors on confidential documents• Coordinate arrangements, meetings and / or conferences for Directors• Take minutes of meeting, prepare correspondence and write speeches for CEO / Chairman• Compile, proofread and revise legal drafts of documents and reports• Liaison with legal company• Prepare simple contracts for businesses e.g Tenancy Agreement, etc• Prepare reports, presentations and correspondence accurately and swiftly• Create and organize information, and generate reference tools for easy use• Manage Directors’ busy calendar, meeting coordination and travel arrangements• Professionally greet and receive guests and clientsRequirements:• Diploma or Degree in business administration• 5 years of experience in an executive support role• Thorough understanding of clerical and secretarial principles• Strong knowledge of databases and tracking systems• Fantastic organizational skills and detail-oriented• Ability to work under pressure and meet deadlines• Brilliant written and verbal communication skills• Proficient in Microsoft Office, and business communication software📲Whatsapp 9851 1096 📩supreme.cherlylim@gmail.com  R2199156 14C7279"
944da99882e4adc39cac53a34abaaabf,QAQC Engineer,"Responsibilities  Develop Quality Procedures with respect to client specifications and standards.  Interpret construction and technical drawings.  Communicate engineering/technical/quality requirement to team individual.  Verify that incoming materials meet the requirement  Acts as an internal independent party for the verification of quality welds and ensure that incoming materials meet with specifications.  Inspection at vendors shop facilities and work-sites, on fabricated pipes, steel structure, blasting, painting works, galvanizing or other installation works per ASME and ANSI codes, including verification of tests at their premises.  Check for weld joint preparations, fit-up alignment, dimensional tolerances and visual check on weld.  Liaise with NDT sub-contractors for radiography test, etc.  View and interpret radiograph films before review by client inspectors.  Follow-up on corrective action of non-conforming products.  Prepare and compile inspection reports, non-conformance reports and other quality control.  Monitor welders’ performance and the welding procedures to check for compliance.  Witness and verify the welding procedures qualification tests and welders’ performance qualification tests.  Implement and monitor proper storage, handling and usage of welding equipment and welding filter rods.Requirements  Degree in Engineering  Minimum 3-5 years in Inspection and Quality Control for Oil and gas industry.  Possess Welding Inspector certificate (CWI by AWS or CSWIP 3.1 by TWI UK Ltd) is essential  Experience in Inspection, Quality Control, testing and commissioning works of Construction for Power, Oil and Chemical Plants"
cf6ed34f48d67a6b5a15e4c4bbe69912,Broker (LNG),"Corporate Culture and Guiding Principles:Tullett Prebon, part of TP ICAP group, operates at the heart of the world’s financial, energy and commodities markets.We are professional intermediaries playing a pivotal role in the world’s financial markets, covering FX, Rates, Credit, Equities, Energy  Commodities.Globally, we are a leading provider of services to market participants, with execution via a range of regulated venues, covering a full spectrum of over-the-counter (OTC) asset classes. Matching buyers and sellers, we facilitate the development of liquidity and price discovery in these markets and provide insight and context to our clients. We operate a hybrid model where brokers provide business-critical intelligence to clients. It’s supplemented by proprietary screens for historical data, analytics and execution functionality.Our clients include banks, insurance companies, pension and hedge funds, asset managers, energy producers and refiners, as well as risk and compliance managers and charities.We are known in the market for our Honesty, Integrity, and Excellence in the provision of service to our clients. Above all else, we Respect our clients and each other, without bias. Employees are expected to uphold the values and principles of our cultural framework in performance of their job duties.Responsibilities:  Promote Tullett Prebon as a company  Maintain and develop existing client relationships and make contact with prospective new clients where appropriate  Maintain an up to date knowledge of the products and markets in which you work; actively solicit feedback from industry participants through various means, including trade calls, surveys, industry events, trade shows and conferences  Understand the desk’s business strategy and seek to identify new business opportunities relating to trends, future markets, products and clients  On-board new clients following the correct process with the Client On-Boarding team  Assess client needs and financial conditions to identify internal cross selling opportunities  Understand pertinent regulation within the evolving regulatory landscape  Support a risk and compliance aware culture and comply with group policies  Exercise independent judgement and act with integrity, care, skill and diligence to avoid conflicts of interest and escalate issues as appropriateRisk Related Responsibilities:* Ensure that you understand the risks and controls on your desk; what could go wrong, what controls you have to prevent/detect or contain these.  Ensure that you are fully aware of and adhere to internal policies that relate to your role or any other activities for which you have any level of responsibility  Report any breaches of policy to Compliance and/or your supervisor as described in the policy  Escalate risk events immediately and log them within 24 hours using the risk event capture form on the intranet  Provide input if requested to the Risk and Control Self-Assessment process, scenario analysis ‘Deep Dive’ reviews and any other risk management processes as required.  Report all loss events, or near misses that could have resulted in a loss, in excess of the reporting threshold  Observe proper standards of market conduct and ensure you are aware of, understand and comply with all regulatory, exchange or clearing house requirements applicable to your role  Complete any mandatory training by the required deadlines  Ensure that you adhere to the terms of any applicable Desk ManualRequired Registrations:To ensure the Group complies with its regulatory requirements, all employees performing regulatory or client facing roles need to be appropriately registered and authorised prior to dealing with or for its clients. Employees are responsible for assessing, in conjunction with their Line Manager and Compliance, whether they require authorisation by any supervisory body to perform a particular role. Prior to reviewing and confirming whether you are or require to be an approved person, please liaise with your Line Manager or speak with the Compliance Team.Person Specification:Client Focused  Personable and engaging  Communicates effectively and efficiently to internal and external stakeholders  Build relationships and networks with both internally and externally wherever possible  Demonstrates strong customer focus  Demonstrate ability to work effectively with others  Constructively handles disagreements to reach a resolution  Ability to work with diverse groups/ personalitiesInnovative  Open to innovative ideas/experiences and ability to create new ideas, approaches or insights  Seeks opportunities for improvements  Handles situations and problems with innovation and creativityDynamic  Competitive  Demonstrates high levels of energy in seeking out and achieving new goals  Goes that “extra mile”  Is a self-starter  Shows evidence of being comfortable working in fast paced or pressured environments  Enjoys a challenge and is able to escalate  Does not give up easilyOpen  Communicative  Adapts communication style to suit audience  Projects personal credibility  Interacts confidently without being overbearing  Ability to work effectively in a high pressure environment  Keeps emotions under control in difficult situations  Handles criticism constructivelyProfessional Integrity  Able to demonstrate honesty, integrity and professionalism  Promotes loyalty to TP ICAP and its principles  Works ethically and shows respect for both professional and company valuesEffective  Excellent attention to detail, highly organised with a proactive approach  Strong analytical ability and problem solving skillsKnowledge  Understanding  Understands ideas and has a viewpoint on the markets and economy  Willingness to engage with internal and external stakeholders outside of the immediate desk environment  Prior experience in Energy  Commodities markets of 3 – 5 years"
3f33847d486dcc52aaef4790f3c7eee2,Assistant Teacher,"Job Responsibilties:  To assist and support the teacher in assisting with the implementation of  the pre-school program  Carry out daily routines as scheduled by the teacher  Take care of the children daily routine needs; such as feeding, bathing, changing of diaper, soiled/wet clothes  Assist in cleaning/food preparation in the absence of the cleaner/cook  Ensure the safety and well being of children aged between 18mths to 6 years old  Undertake other assignments given from time to timeJob Requirements:  Candidate must be physically healthy  Passion for children and able to engage them  Team player and able to work well with others  Singaporeans onlyJoin us in nurturing our children into life-long learners"
8b9ddeabc2700270d50b08f2708c01b0,Admin Executive,"1) Creating  maintaining filing systems2) Dealing with telephone  email enquiries3) Word processing, creating spreadsheets4) Assist in preparation of regularly scheduled reports5) To prepare invoices  quotations6) Prepare  send outgoing faxes, mails  courier packages 7) Other administrative duties as required"
4c3cbe4f6fab4030ff2d8a20d2b67511,Management Trainee,"Calling All Talented Individuals!The Privé Group wants YOU.As one of the leading lifestyle’s operators in Singapore, The Privé Group is looking for dynamic talents for our existing and upcoming projects.We’ve got an eye out for those who actively endorse our vision and who will become champions for delivering the ultimate guest experience. A rich career path awaits those who are willing to devote their time and energy towards creating a rewarding environment for all.If you are passionate about the food and beverage industry and are serious about advancing your career (while having a bit of fun), we would love to hear from you.Job Responsibilities  Ensure smooth operations on a day-to-day basis  Supervise, manage and oversee team members  Provide team members with the training and direction they need to meet company and personal expectations  Responsible for performance of entire team  Plans, coordinates and supervises activities  Monitor inventory to ensure adequate stock is maintained  Ensure good customer experience, satisfaction and customer loyalty  Develop and maintain an effective team culture at all times  Prepare schedules for shift coverage and evaluate everyday activities  Ensure that outlet and equipment are always kept clean, attractive, and in compliance with company standards and local regulations  Aware of financial and department targets and aim towards achieving goalsJob Requirements  Strong operational and leadership skills  Good communication and interpersonal skills  Able to source, retain and motivate staff  Customer oriented  Able to work under pressure  Financially accountable  Able to work in fast-paced environmentJoin our growing team of experienced and enthusiastic talents  5 Days’ Work Week  Competitive Salary  Performance Incentives  Training  Development Programmes  Career Progression  Integrated Healthcare Benefits  Medical Insurance  Welfare Support (Night Transportation, Staff Meal)  Staff Discounts  Annual Leaves  Birthday Leave  Benefit  Public Holiday Benefit  Long Term Service Rewards"
783e86584c6e3a2c73a9feee274a6dc7,BIM Modeller,"Responsibilities:· Create accurate and organized Architectural Revit (BIM) models.· Develop plan, elevation, section, and detail drawings from the models with adequate detail and proper annotation for tender and construction.· Develop and maintain office BIM standards and procedures for sheet layout, layering, modelling processes and drawing formats.· Work productively and coordinate activities on numerous projects concurrently.· Ability to work individually and as part of a team to meet deadlines.Requirements:· Experience utilizing Autodesk Revit modeling in a consultancy office preferred.· Graduate of a qualified technical school or program.· Excellent time management skills.· Familiar with by law and authority process.· BIM experience in Singapore· Good technical knowledge.· Work independently, inter-personal skills and a good team player."
783e86584c6e3a2c73a9feee274a6dc7,BIM Modeller,"Responsibilities:· Create accurate and organized Architectural Revit (BIM) models.· Develop plan, elevation, section, and detail drawings from the models with adequate detail and proper annotation for tender and construction.· Develop and maintain office BIM standards and procedures for sheet layout, layering, modelling processes and drawing formats.· Work productively and coordinate activities on numerous projects concurrently.· Ability to work individually and as part of a team to meet deadlines.Requirements:· Experience utilizing Autodesk Revit modeling in a consultancy office preferred.· Graduate of a qualified technical school or program.· Excellent time management skills.· Familiar with by law and authority process.· BIM experience in Singapore· Good technical knowledge.· Work independently, inter-personal skills and a good team player."
1c907e7a46db072d059a2b242a60dc28,Etch Equipment Senior Engineer/ Engineer,"Role  Responsibilities:  Possess knowledge on SPC, DOE, FDC, ECMS and all the statistical analysis tools to help optimizing equipment robustness.  Able to coach Engineers in performing hardware trouble-shooting.  Establish Preventive Maintenance (PM) plans for all equipment and optimize PM for quality, cost, and productivity.  Liaise with vendors to resolve equipment issues and improve equipment performance.  Initiate meeting with both process and manufacturing Engineers to ensure work is carried out efficiently to meet module objectives.  Establish stock levels of essential spare parts and consumables to support equipment maintenance based on forecasted manufacturing volume. Liaise with vendors to minimize / eliminate over-stock or under-stock.  Manage new equipment start-up to support production, from facilities hookup, vendor startup, to acceptance of equipment for production.  Implement equipment improvement projects to improve equipment efficiency, cost reduction and reliability of equipment.  Forecast financial budgets for equipment expenditures. Setup tracking system to monitor expenditures.  Set targets, goals, and projects for the section to minimize wafer scrap, equipment cost per wafer, optimize equipment capability and utilization to meet operational needs.  Provide feedback / training to AEs and TAs on their troubleshooting skills, equipment knowledge, decision making, risks assessment.  Follow up on SPSR, MRB, 8D, TECN, and ECN documentation for closure of issues / events. Provide guidance to Junior Engineers.  Self audit and update specifications to meet TS16949 Quality Standard requirements.  Set Expectation and carry out performance appraisal for Technician or AE as instructed by Section Manager. Help the AE or Engineer on their career path development.  Provide long term solutions to address daily issues. Resolve department hardware chronicle issues.Requirements:  Degree or Master’s Degree in Electrical/ Electronics/ Mechanical/ Mechatronics/ Microelectronics Engineer.  A min. 5-year working experience in semiconductor industry is desired.  Good Leadership and problem solving skills.**To apply, please kindly email your updated resume to CV@copperco.com.sgWe regret that only shortlisted candidates will be notified.EA Personnel No. R1328116EA Licence No: 20C0333"
43fd39b5bb9a4cf52315c13757108e47,Sales Manager,"Job Responsibilities:  Communicate about logistic matters within the operations department, includiing to engineers and sales personnel  Handle general inquiries through emails and incoming phone calls from prospective and existing customers  Maintain the highest quality of customer service  Liaising and sourcing with vendors to obtain materials at competitive price  Coordinate, inventories and shipment arrangments  Monitor product performance and execution of the full spectrum of marketing plans and profitability  Assess market opportunities  Day to day management for brands (forecasting, sales updates, etc)  Responsible for handling overall new project  To promote the company's new and existing products and its brands to increase market awareness and update information  Scheduling  of daily deliveries, track and provide support materials for meeting  Other ad hoc duties assignedJob Requirements:  Minimum 5 years of experience in similar industry  Minimum higher education qualification  above  Team Player, good communicator  Proficient in both english and mandarin (to liaise with english and mandarin associates)"
a8df41bdc6dc8ef8ac7161c0162fb0e7,Governess / Specialized Home Tutor,"This is a unique job opportunity to be a governess. A governess is a specialized child tutor or child worker who teaches children and/or advise and take charge of the child’s educational activities and holistic development as an individual to maximise their talents and potential.We are looking for a qualified governess/specialized home tutor for two children below the age of 12 in the primary/elementary school level.Responsibilities  Research, design and implement a holistic educational plan for the children (This plan is to complement the children’s school curriculum and to look into his/her holistic development beyond academic activities)  Organization and ensure smooth running of the children’s daily schedules  Timely documentation and reporting of children’s progress to the parents  Teach and impart manners, etiquette, and the right code of conduct  Prepare the children for exams and school assessments  Supervise the children’s schoolwork and acts as a tutor where possible  Manage the children’s external tuition classes if needed  Organize educational outings, excursions, or field tripsRequirements  Bachelor’s degree in Education or higher and at least 5-10 years of working experience  Experience working with children of similar ages  Prior experience as a governess or similar roles with successful track record of children  Confident to work independently without needing guidance or direction  Ability to manage children and to guide/discipline children with grace and techniques (no physical punishment)  Fluent in English and Mandarin as Mandarin is needed for communication with the parents  (This position does not require you to live in with the family)  (This is a full-time/part-time job position)  (Ex-MOE teachers are welcome to apply)"
