uuid,title,description
43bd7d328d2fe9b46aea813d04b407b1,Warehouse admin executive,"Storage billing for all transactions  CR / WR  Documentation  Warehouse schedule  Notice of any accidents, leave, absence by warehouse - crew to be in line with company policy.  Update Moveware system, proper  timely issuance of cargo.  Daily record warehouse crew punctuality into warehouse - attendance monitoring.  Maintain assigned Forklift cleanliness  Proper  timely follow-up with disposal collector/provider.  Proper  timely update of material stock balance.  Proper  timely replenish of stock.  Proper  timely follow-up of stock orders.  100% accurate checks on material delivered by supplier into the warehouse (type or material/quantity)  Proper  timely follow-up in Moveware system  Other relevant data entry"
51418d85c8e6558cf64a38830efe9708,QAQC Manager,"ROLES  RESPONSIBILITIES  Manage and oversee project quality to ensure compliance to codes, standards, regulations, equipment specific specifications, and QMS requirements.  Advancing quality achievement and performance improvement throughout the organization.  Managing the development and implementation of the QMS for planning, fabrication, inspection, documentation, and operations activities including:  Planning duties within the QA/QC staff and related work schedules;  Establishing service standards for end users (i.e., internal department or external customer)  Develop procedures and standards on vendor assessment and inspection activities.Effective implementation and coordination of vendor assessment and inspection activities.  Consolidate all feedback to vendors/agents and provide technical guidance to rectify any quality related issue.  Identifying and developing QA/QC personnel certification requirements and continuing education/training needs;  Providing leadership,mentorship, and direction of all QA/QC personnel.  Taking full responsibility for hold-point releases once all QMS functions have been completed and the equipment is ready to go into the next work stage.  Managing construction program with a reporting system and following up on recommendations.  Oversee supervision of all visual inspections and NDE, including 3rd party subcontractors.  Managing inspection, NDE, and testing plans for new construction, repair work, and alterations.  Identify and develop solutions to correct inspection function deficiencies.  Manage construction processes, plant equipment, inspection and NDE personnel certification and QMS internal audits.  Ensure that QA/QC activities are implemented in compliance with the requirements of the Rotary Project  Management Process and are consistent with specific location, regulatory and contractual requirements.  Effectiveness of quality planning to ensure that process controls and prerequisite product and service verification and inspection arrangements are established for each proposal/project consistent with criticality, statutory and contractual obligations.  Effective implementation and verification of construction inspection and testing activities.Coordination with functional and operational area managers (for example, construction operation, engineering design, etc) to develop schedules project  Effective implementation of non-conformance, corrective action, and preventive action management processes.  Perform quality audits that address ISO 9001 requirements including covering technical requirements of the engineering, procurement and construction aspects of project delivery.Requirements  Degree in Engineering or other related discipline  At least 8-10 years working experience in Oil  Gas Industry  Possess Welding Inspector certificate (CWI by AWS or CSWIP 3.1 by TWI UK Ltd)  Possess NACE Level 1 Certificate  Has attended Internal Auditor Course (ISO 9001, ISO 14001, ISO 45001)  Thorough understanding of the principles and practice of Quality Management systems in Construction projects  Excellent written and communication skill  Possess a resilient and “can-do” attitude  Possess initiatives and creativity to drive continual improvements"
1a0adb1a379116e39722a64b52c6861a,Technical Drafter,Job Responsibilities:  Prepare Architectural drawings for various stages of Design and Construction : Concept design / Detailed design / Tender / Construction etc..  Assist Architects to prepare submission drawings/forms to various authorities / technical departments.  Liaising with Consultants/ Authorities on matters of building regulations as directed by Architects/Reporting Supervisor.Job Requirements:  Diploma / NITEC/ relevant certification in Building Draftin  Min. 2 years’ relevant experience  Revit capability preferred  Applicant must be competent in CAD
bf41b698b109dcfe639fb454a5a024f2,"Direct Sales Executive ($2,400 Basic/6 Days)","Hybrid sales role of Telesales and Direct Sales with Local Bank!Stable basic salary of $2,400 + Uncapped Comms up to $10,000Working Location: Novena, deployed to corporate roadshows when required.Working Days: 6 days a weekJob Description:  Promoting banking products like account opening and personal loans primarily through telesales  Deployed to corporate roadshows for direct sales when required  Provide quality and efficient after sales services to the customers acquired  Follow up with customers on presales enquiry with regards to secured and unsecured retail banking products  To follow up on income documents and any other relevant documents required for application submission  Achieve sales target assignedRequirements:  Min qualification of 'O' Level  No experience required, paid training provided  Highly motivated, sales driven, able to work in fast paced environmentInterested candidates kindly Whatsapp/Call/SMS 81210641 or email june.lee@justrecruit.com.sg for more infoJune Lee Yue Qing (R1874679)Just Recruit Singapore Pte Ltd (EA12C6295)"
1b4c3ef9d12fde6c96eef858ae0df1da,Ship Planner,"Job Highlights  New headcount due to business expansion  Free medical insurance  Competitive salary packageKey Responsibilities  Responsible for the individual vessels under your planning responsibility  Responsible for safe cargo stowage, no compromise in the safety of the crew, vessel, and cargo  Efficient stowage and optimization of vessels to ensure maximum vessel utilization with minimum      operational expenses  Follow up on the stowage plan sent to terminals and vessels to ensure smooth operations  Close communication and cooperation with internal stakeholders; proactive approach in discussing with stakeholders any stowage matters that may disrupt vessel intake or operations  Ensure that all record keeping is followed as per SOP set to the team  Goals for the team include Trim Optimization, Minimize Shifting, Optimize Crane Split, Increase Vessel Intake, Performing Master Plan simulations  Assists in determining deployment and intake for vessels based on vessel characteristics and      trade requirements  Drives cost initiatives and projects  Establishes and continuously reviews SOPs for smooth operations of the teamWho we are looking for  Bachelor's degree or above in shipping / logistics or related disciplines  3-5 years' experience in Stowage Planning  Ability to follow through the stowage plan on round-trip basis  Independent, proactive, has sense of urgency  Innovative individual who strives at pushing barriers  Analytical skills for complex scenarios  Technical knowledge of stowage planning systems and stability programs are added advantageWe offer  Excellent opportunities for advancement with regional exposure  Competitive salary package  Free medical insurance  Work from home arrangementInterested parties please share with us your latest resume showing current and expected remuneration package."
a533ff8b2e92235bdd47adc145cb9685,Automation Engineer,"Job Description:- Contribute to projects for Antaes clients- Assure the complete functionality of automated systems- Follow and implement up-dates / improvements of the systems according to the GAMP.- Perform preventive and corrective maintenance on automated systems.- Update the technical and validation documentation after modifications on systems.- Assure one week per month a 24/24h technical support (on-call and if necessary on-site).- Follow up the design and implementation of automated systems and   perform the qualification or validation steps (FAT, SAT, commissioning,   IQ, OQ and PQ) according to the GAMP.- Manage medium size automation projects on equipment installed- Establish SOP, Protocols and URS for automated installations or equipment- Lead and apply the SHE rules- Interact with dedicated routine backup teammates in order to continue daily business on the whole production site- Contribute to the promotion of Antaes services on top of assistance provided to clientsJob Requirements:- Minimum Bachelor’s Degree in related field- Prior working experience as an Automation Engineer (or equivalent)- Mandatory knowledge in Simatic Manager, TIA Portal, industrial PCs (Windows environment and PC Hardware), Profibus and Profinet.- Knowledge in OMRON, Allen-Bradley, WinCC, Wonderware, iFix, Danfoss, Lenze, EPLAN and SQL is an asset.- Resistance to stress, persevering, flexible and able to handle several tasks in parallel- Pharmaceutical or food industry experience in maintenance   and documentation during projects and operation phases not necessary but   strongly recommended.- Languages proficiency in English with French as a plus to communicate with European stakeholders"
f81cf9c1706f1100ac124684eafeed6e,Accounting Executive【Taiseng/ 5.5 days】-7912,"Job scopes• Responsible for monthly accounting reconciliation• Post and process journal entries to ensure all business transactions are recorded accordance to Business Units assigned• Assist with reviewing of expenses, contracts, revenue reports, etc. including FRS115 revenue recognition• Assist with processing of payments as assigned• Assist in reconcile vendor’s statement of account, variance reconciliation• Assist in annual auditing including stock audit as needs as necessary• Assist with financial accounting and preparation of financial schedules(General Ledger, Accounts Receivable, Accounts Payable, Fixed Assets) to achieve monthly timely closing of accounts• Maintain Asset Management• Assist with other accounting projectsIf you are interested to apply, kindly WhatsApp me your updated resume in DOC file and allow our Consultant to match you with our Clients.Whatsapp: +65 8778 3126 （Nicole Tan）Email: nicole_tan@thesupremehr.com"
a9880918592335467225be779638d09d,Accounts Assistant [Choa Chu Kang] 2894,Singapore Based  Attractive Salary Package  Company Benefits  Incentives  Career Progression OpportunitiesInterested applicants can also send your resume to 📲Whatsapp：+65 9460 8816https://api.whatsapp.com/send?phone=6594608816✉️Email: supreme.brandonlim@gmail.comand allow our Consultant to match you with our Clients.
8d5dff5b318df82437008bfd0962dd30,Site Coordinator - 1 year contract,"Responsibilities:  Understanding of PTW (permit to work), MOS (method of work), RA (risk assessment) systems prepared by contractors  Onsite enforcement of PTW and MOS systems  Onsite monitoring of working environment, personnel and equipment as required by PTW and MOS  Escalation of hazardous behaviour or potential hazards to Netlink infrastructure to manager  Issuing of stop work order onsite when required  To supervise staff and contractors to complete projects (if required).  Any other duties as per assignedRequirements:  Minimum Nitec qualification in Civil Engineering discipline  Experience with site work  Required to work on alternate Saturdays"
8654df2d5930760b37c17f8f7d398dda,Admin Coordinator (Ubi)-7914,"Whatsapp +65 86938995 (Rouis) or  Email: supreme.yaprouis@gmail.comJob Description:• Prepare invoice, packing list and other documentation for local / export• Liaising with internal departments and external customers regarding order fulfilment• Update and maintain stock inventory system• General administrative duties such as data entry, filing, running of report• Any other duties as assigned"
15c41ccd4417ad1a915e3f139b263485,Business Development Executive ,"Responsibilities· Develop new business opportunities and prospect relationships to help drive the company's growth· Communicating with clients to understand their needs and offer solutions to their problems.· Contacting prospective clients through a variety of mediums – this could include reaching out on social media, phoning, emailing or meeting in person· Preparing and delivering pitches and presentations to potential new clients· Manage a portfolio of assigned accounts and nurture strong client contacts and positive relationships with key accounts· Develop marketing strategy and provide trustworthy feedback and after-sales support Analysis of market trends and conduct market research, current market conditions and competitor’s information to improve the effectiveness of marketing campaigns· Working with senior team members to identify and manage company risks that might prevent growth· Look into current business model to manage and stream line processes and develop operating proceduresRequirements:· Degree in marketing, business administration, or relevant.· Preferred individual with 1 to 2 years of working experience in management consulting work, business development and corporate accounts servicing· Strong communication and interpersonal skills for building meaningful relationships with clients· Have good analytical ability, possess good organizing skill and a good team player· Have high sense of self management, resourceful and able to work independently· Competency in Microsoft applications including PowerPoint, Word, Excel, and Outlook."
5a8db311a31707a07ef87f564daf107b,Mechanical Maintenance Officer (Shift Work),"Maintenance of production equipment to ensure that the line efficiency and quality targets are met.Results: Ensuring Brewing  Packaging KPI’s and Quality Targets are met.ActivitiesPreventive Maintenance:  PM lead in Packaging/Brewing  Assign the preventive maintenance as per the schedule and the task arranged  Maintain work system in Maximo System.  Review the efficiency and effectiveness of the job plans/PM activities and assists the planner to revised the PM tasks  Diagnose and repair or replace worn parts in machine and equipment  Ensure that safety standards are maintained in the course of performing duties  Ensure that the facility areas and work environment are free of hazardous objects and substances  Supervising the activities of external technicians or sub-contractors  Required to assist external technicians/sub-contractors when needed  Keep proper record of work activities, including all procurement and maintenance costs  Submit reports on work activities and progress of work to the supervisor  Required to assist in the movement of materials and labor for projects  Able to observe the abnormality during the PM and providing the solution to solve  Participation in continuous improvement projects  Ensure KPI targets are tracked and monitoredEfficiency Improvement:  Execute equipment improvement and modification  Monitor the performance of the modification.  Suggest improvement on work methods and procedures.Overhaul:  Execute annual equipment overhaul program in Brewing and Packaging.  Rebuild the spares ex. Pumps / motors/valves.Result: Career development for subordinatesActivities  Train, develop and coach subordinates by identifying and indicating their training needs, in order to maintain a motivated and flexible team.  Guide, instruct and coach new staff on machine maintenance, servicing of spares parts and operation.Result: CostActivities  To review cost analysis using TPM approach with cost deployment and breakdown analysis to save maintenance cost and identify reworks  Ensure work completed at the shortest time, minimize wastages and re-work"
139c04983f6b19e789ecae3e23dee440,Quotation Executve,"Business Development Executive (Quotation Executive) Employee Benefit / General Insurance Salary Range: up to S$3.7K Job Responsibility: - Using digital tools to quote Health insurance that comes through our online portal- Liaise with our partners on documentation to ensure proper closing of each deal- May be involved in projects to improve the quotation process through the utilization oftechnology- Follow up and be in charge of quotations in the assigned portfolioRequirement: - A Hunger to learn and grow with the firm- At least 2-3 years of experience in a related industry is a plus, but not a must- Relevant experience in Group Employee Benefits is a plus- Min. Diploma in Business Administration or equivalent- Responsible and takes ownership- Good analytical, communication, and time management skillsFor interested candidates:- Kindly send a copy of your updated CV to elaine@talentedge.com.sg- We regret to inform you that only shortlisted candidates will be notified"
694265fab87d562d499b7fa266eccbd7,COOK,"Prepares ingredients by following recipes; slicing, cutting, chopping, mincing, stirring, whipping, and mixing ingredients; adding seasonings; verifying taste; and plating meals.  Completes hot meal preparation by grilling, sautéing, roasting, frying, and broiling ingredients and assembling and refrigerating cold ingredients.  Adheres to proper food handling, sanitation, and safety procedures; maintains temperature and Hazard Analysis Critical Control Point (HACCP) logs as required; and maintains  appropriate dating, labeling, and rotation of all food items.  Contributes to daily, holiday, and theme menus in collaboration with supervisor.  Maintains cleanliness and sanitation of equipment, food storage, and work areas.  Completes cleaning according to daily and weekly schedules and dishwashing/pot washing.  Listens to customer complaints and suggestions and resolves complaints.  Implements suggestions within parameter of position and refers more complex concerns to supervisor.  Participates in and/or contributes to programs, committees, or projects designed to improve quality of service and employee productivity.  Maintains clean work areas, utensils, and equipment.  Develop new menu items while improvising the existing ones.  Maintain and manage kitchen expenses, food cost, inventory and staffing within the budgetary limits.  Able to cook north Indian food.  Able to do shift work."
57b9ae9e2408a583ae5bd294afec0795,Microsoft Exchange Engineer,"Astek International is proposing an opportunity for Microsoft Exchange Engineer to support our project based in SingaporeResponsibilities  Setup, install and configure of Exchange messaging environment located in different sites.  Responsible for the installation, configuration, troubleshooting and deployment of messaging  collaboration systems ensuring complete implementation within agreed timeline.Requirements  With at least 2 years related work experience  With exposure in Microsoft Exchange"
04b72761a024c37b9e4cf549006c11a0,Data Engineer ,"Founded in Singapore in 2013, Castlery is an online furniture brand that creates its own distinctive, quality furniture designs and offers them at accessible prices via a seamless, fuss-free experience for the modern furniture shopper. Since then, we have grown into overseas markets like the United States and Australia.As an e-commerce tech start-up, we move decisively on insightful data and leverage on technological solutions to supercharge our operations. We combine our individual passions and skills to create innovative work that is as exciting and unconventional as the business itself. It is a place where all ideas are listened to; where brainstorming means job titles get left at the door and where a self-starter can really make their mark.If you are eager to make an impact at a fast-growing technology company and you have a passion for moving the needle, come join us!Job ResponsibilitiesWe are looking for a Data Engineer to join our Supply Chain Strategy and Business Intelligence, who will play an integral part in Castlery, you will be responsible for collecting and creating a data warehouse, generating insights to drive growth.  Define, collect, and model data from business processes or third parties to generate insights and drive strategic or continuous improvement initiatives for the whole company.  Work with technology teams to design and implement reliable and scalable data pipelines.  Work with functional stakeholders to build modern data infrastructure (e.g. data warehouse, data lake) and solve any data-related technical issues.  Be the ‘Go-To’ expert and constantly improve data infrastructure in Castlery.Requirements  Bachelor’s or Master’s degree in Computer Science, Computing Engineering or other equivalent degrees with outstanding academic achievements.  Proven track records working as Data Engineer, Data Scientist, Data Analyst or equivalent.  Good command of database structures and query languages.  Strong in Python programming and familiar with popular libraries such as Pandas, Scrapy.  Familiar with AWS Data Analytics service and setting up data pipelines, e.g. Airflow, Jenkins.  Knowledge of big data framework and tech stack is a plus, e.g. Spark, Hadoop.  Passion and curiosity for solving challenging problems by leveraging on the right technology.  Ability to work collaboratively in a multi-cultural team environment and lead changes.  Ability to work effectively with people at all levels ine an organization.  Ability to deliver sophisticated ideas effectively, both verbally and in writing, in English."
7a46e29179ad9c7de72e981e92dad43b,B2B Loans Adviser (Basic + 30% Comms up to 10k/5 Days),"As part of the sales team, you will be involved in the sales of a wide variety of products and services to meet the financial needs of SME companies and its directors. Products include business loans, commercial property loan, trade financing, private financing, housing loans and more.$2,000 Basic + Uncapped Commission up to 10K (30% of interest rates)Working Location: Dhoby GhautWorking Days  Hours: Monday to Friday, 9AM - 6PMResponsibilities:  Actively develop new client relationships in the SME arena  Acquire prospective clients through digital marketing, networking and referrals  Provide prudent financial solutions for clients through understanding of their financial requirements  Engage and cultivate long terms working relationships with clients and business partners on pending funding applications  Ensure proper advisory procedures and documentation while adhering to company’s policies and internal processesRequirements:  Min. O Level with 3 credit passes included Maths  Sales driven and highly motivated  Excellent Communication skillsInterested candidates kindly whatsapp/call/SMS 81210641 or email june.lee@justrecruit.com.sg for more information.June Lee Yue Qing (R1874679)Just Recruit Singapore Pte Ltd (EA12C6295)"
f6b64c208e9b1cd472a984f5d478d021,Middleware Engineer (WebMethods),"Job Description:- Contribute to IT projects in the banking industry for Antaes clients- Implementing SOA, BPM solutions using webMethods solution suite- Provide middleware integration support by coordinating middleware activities such as builds, upgrades and migrations- Identify and analyze existing infrastructure and Middleware application code components- Contribute to the promotion of Antaes services on top of assistance provided to clientsJob Requirements:- Bachelor’s Degree in Computer science or Computer engineering- At least 7 years of experience in IT landscape- At least 5 years of hands-on experience with WebMethods- Strong experience in Integration Technologies using webMethods Business Process Management- Good knowledge of onboarding  troubleshooting applications- Good Expertise on designing integration scenarios- Experience on integrating middleware apps with SAP and other ERP packages- Strong critical thinking- Excellent problem solving and communication skills."
7e39e2f1c2c378f520baf77bc1bd52c6,Accounts Assistant (5 days/$2500/ Good Company!) ,"Our client, a multi-national company with a strong presence in the building industry is seeking for a committed team player to join their accounting team.If you have what it takes, please quickly send in your updated CV and we will be in contact with you shortly.Responsibilities  Manage cashflow, intercompany reports, bank reconciliation, TB, bank matters and petty cash.  Handle accounts payable and accounts receivable.  General administrative dutiesRequirements  Recognised Diploma in Accountancy or with a minimum GCE O' Level and above.  With a minimum of 2 to 3 years of relevant working experience in similar position.  Microsoft office suite and basic accounting knowledge is preferred.  Self-starter, meticulous and a good team player.  Able to work independently in a fast-paced environment.  Working location in Tuas with transport pick up at MRT.  Those who are able to commence within short notice will be added advantage.  Salary will commensurate with experience."
1d669c3d7ebd6e9582107404d07b341a,Facility Services Specialist,"Calling All Talented Individuals!The Privé Group wants YOU.As one of the leading lifestyle’s operators in Singapore, The Privé Group is looking for dynamic talents for our existing and upcoming projects.We’ve got an eye out for those who actively endorse our vision and who will become champions for delivering the ultimate guest experience. A rich career path awaits those who are willing to devote their time and energy towards creating a rewarding environment for all.If you are passionate about the food and beverage industry and are serious about advancing your career (while having a bit of fun), we would love to hear from you.Job Responsibilities  Provide high standard of hygiene and cleanliness of the outlet  Emptying waste bins  Sweeping and mopping of floors  Cleaning of toilets and replenishing supplies such as toilet paper  Has good organisational skills and the ability to prioritise  Follow all health and safety regulations  Perform additional duties as neededJoin our growing team of experienced and enthusiastic talents  5 Days’ Work Week  Competitive Salary  Performance Incentives  Training  Development Programmes  Career Progression  Integrated Healthcare Benefits  Medical Insurance  Welfare Support (Night Transportation, Staff Meal)  Staff Discounts  Annual Leaves  Birthday Leave  Benefit  Public Holiday Benefit  Long Term Service Rewards"
398fd5d96d9bd62219c2f3a57ff94026,CVD Process Senior Engineer/ Engineer,"Role  Responsibilities:  Set expectation to employees on understanding and compliance to MRB, TECN, 8D, specification requirements.  Set expectation on effective use of SPC, FMEA, and other Quality Management System to detect issues timely with improvement action items identified.  Conduct regular assessment on risk management with action items identified.  Ensure continuous improvement program is in place to prevent quality, line yield, and sort yield excursions.  Work closely with Equipment and Mfg Section Managers to address equipment constraints issues, OEE. Optimize metrology sampling to meet quality standard and Mfg requirements.  Ensure project monitoring system is in place to keep track of project status and progress versus FAB performance and requirements.  Set targets, goals and projects for the section to minimize wafer scrap, defect, rework, and improve process capability to meet operational needs.  Facilitate/initiate CIP programs to optimize process window, cost, yield, and productivity. Establish plans and strategies to optimize process capability to meet operational requirements.  Forecast and budget on chemical/material cost and any other related expenditure. Drive improvement activities to reduce material costs.  Develop system or procedure to insure first time success in prototype and new process or recipe qualification.  Establish/monitor vendor performance metrics to drive quality and cost improvements. Develop a good working relationship with vendors.  Develop internal audit system to comply to TS16949 Quality Standard and customer requirements.  Provide support and adequate resources to ensure compliance with Environmental, Health and Safety (EHS) requirements, and participate in improving and maintaining the EHS management system. Insure good practice of housekeeping on tools, equipment, and materials.  Set performance expectation for employees and have regular review to keep track of performance. Define responsibility clearly and develop empowerment in the group. Work jointly with employees to develop their career path.  Ensure that employees have required training, knowledge, and competency in performing the tasks.  Coach and show engineers on their troubleshooting skills, understanding of processes, decision making, risk assessment.  Develop a positive team atmosphere and high morale in the group to meet fab goals.  Set a culture of respect of individual, accountability, and ownership.  Develop performance reporting structures so that the employees can document their project in Knowledge database for sharing and training for future Engineers/AEs.  Responsible and accountable for complying with and implementing environmental, health, safety and security (EHSS) system, policies, procedures and guidelines that are applicable to your scope of work, thereby maintaining a healthy and safe workspace.Requirements:  Degree or Master’s degree in Electrical / Electronics / Mechanical / Microelectronics / Chemical Process Engineering / Chemistry / Physics.  5 – 8 years working experience in Electrical / Electronics industry.**To apply, please kindly email your updated resume to CV@copperco.com.sgWe regret that only shortlisted candidates will be notified.EA Personnel No. R1328116EA Licence No: 20C0333"
f9aca3c76583ccc0dc97afc2f08fbbaa,Data Analyst / PowerBI Developer (Financial & Engineering),"Job Highlights  Variety of clients and industries  One-on-one training and support  Flexible workplace (WFH)Job DescriptionRole will comprise PowerBI development, paginated reporting and data analytics.Candidate will be provided one-on-one mentoring so high level of proficiency of all the below is not required.  Should have 2+ yrs experience in Excel or Power BI reporting  Basic knowledge of DAX  M  Basic knowledge of SQL and table/data structures and modelling  Should be able to design, develop and implement PowerBI reports and Dashboards per requirements  An analytical mindset and willingness to learn  Good communication skills  Knowledge of PowerQuery and Dataflows desirableAdditional InformationCareer LevelJunior ExecutiveQualificationBachelor's Degree, Post Graduate Diploma, Professional DegreeYears of Experience2 yearsJob TypeFull-Time"
bc18cc78cf3f6f20dd61a0fb63c2b42c,Staff Nurses for Eye Center (Office Hours/ Novena) - 7914,Whatsapp +65 86938995 (Rouis) or  Email: supreme.yaprouis@gmail.comResponsibilities  To assist doctors in Operating Theatre as Scrub Nurse for eye cases  To assist doctors in Clinic with examination and couselling of patients  To administer stock checks and process orders for OT supplies  Other ad-hoc dutiesRequirements   (Professional OT scrub nurse training will be provided and supervised)  Relevant cataract operating theatre experience would be a bonus  Hard-working and motivated  Friendly disposition and service orientated
66f04f89af34a9730b2fdc9bd6fb08db,BIM Modeller,"Responsibilities:· Create accurate and organized Architectural Revit (BIM) models.· Develop plan, elevation, section, and detail drawings from the models with adequate detail and proper annotation for tender and construction.· Develop and maintain office BIM standards and procedures for sheet layout, layering, modelling processes and drawing formats.· Work productively and coordinate activities on numerous projects concurrently.· Ability to work individually and as part of a team to meet deadlines.Requirements:· Experience utilizing Autodesk Revit modeling in a consultancy office preferred.· Graduate of a qualified technical school or program.· Excellent time management skills.· Familiar with by law and authority process.· BIM experience in Singapore· Good technical knowledge.· Work independently, inter-personal skills and a good team player."
b3985c087128e6c5e0c1eb1528bce74d,Business Development Executive [$3k-$4k / One North / Water Purifier brand] 9157,"Business Development ExecutiveWorking days : Mon - Friday 9am -6pmSalary : $ 3,000 - $4,000Working location: One NorthObjectiveYou will be tasked with strategizing ways to source and secure new business opportunities for the company, and will also be in charge of developing relationships with our partners and customers. Such work will necessitate working closely across different departments, a strong desire to succeed and being highly adaptable.Job Responsibilities  Seeking out and securing new business and partnership opportunities to drive sales.  This may possibly include cold-calling.  Building positive, long-lasting relationships with our partners and customers.  Providing top-notch support and service to customers when necessary.Job Requirements  Possess a Bachelor Degree in any discipline  Excellent written and verbal communication skills  Strong Business acumen and an independent self-starter  Extremely resourceful and organized  Enthusiastic about providing excellent support and service  Thrive in a start-up culture, where the best ideas always win  Past experience in related fields will be valued."
7338244d14314abc2d3ed25134fd4d81,Senior Front End Developer,"Secretlab is an international gaming chair brand seating over a million users worldwide, with our key markets in the United States, Europe and Singapore, where we are headquartered.You will be a valued member in our Tech team, responsible for managing the website and other web interfaces for our global customers across over 60 countries worldwide. In this role, you will be collaborating with various stakeholders (eg, UI/UX designers, Operations, etc.) to manage industry leading web interfaces to achieve key business objectives.Our Tech team is essential in bringing Secretlab’s award-winning products to customers across the globe, including collaborative efforts with world-renowned brands such as Game of Thrones, Batman, Cloud9, Team Secret, as well as international esports organisers such as Riot Games for their League of Legends global tournaments.Your key responsibilities (but not limited to):  Develop new user-facing features according to requirements  Troubleshoot and resolve issues with any existing codes  Collaborate with our UX and Web Designer to ensure technical feasibility of designs  Optimize application for maximum speed and scalability  Continuously build reusable code and libraries, guide fellow developers  Communicate with the business owners to make sure that the development team and technologies being selected are aligned with the business' goals and vision of the company.  Be a self starter to take initiative and adapt to fast changing environmentRequirements:  Degree/ Diploma in a relevant course of study, equivalent work experience will be considered  Min. 2 to 4 years’ experience in a similar role  Proficiency in the latest web tool sets including HTML5/ Bootstrap/ Less/ Sass/ Flexbox/ Grid  Proficiency in JavaScript frameworks, incl. VueJS/ ReactJS/ jQuery  Understanding of web optimization techniques, SEO, Accessibility, Best Practices  Ability to work around cross-browser/backwards compatibility and responsive designs for multiple devices.  Proficiency in Adobe Creative Suite or similar programs (Photoshop, Illustrator, Figma)Bonuses:  Proficiency in Shopify theming, scripting and the Ruby/ Liquid language  Experience in Web or UX/UI Designing e.g. customer journey mapping  Experience in an ecommerce environment  Passion for the gaming/ esports industryPlease attach a portfolio showcasing your proudest works with this application. All applicants without a portfolio will automatically be rejected."
7e360204fa227e379d823b22a1b6344a,Logistics Assistant Manager [Tuas] 6405,"RESPONSIBILITIES1. Strategically plan and manage logistics, store, transportation (inbound  outbound).2. Manage out-going and finish goods logistical and warehouse/store activities of the company.3. Arrange and manage contractors, drivers and trucks requirements.4. Supervise, coach and train logistics workforce.5. Daily supervision on the administration of logistics including, generating of delivery orders and record and maintaining finishes goods data.6. Ensure daily customer’s delivery schedules are met.7. Manage and train warehouse and store team to comply with company objectives.8. Manage the inventory (direct  indirect) and ensure records are accurate.9. Resolve any arising problems or complaints.10. Communicate closely with the customer service team on delivery issues of finished goods.11. Comply with laws, safety regulations and ISO.12. Perform SOX control and comply to the requirements.Requirements: Minimum 5 years of logistics experience."
7060bee7a9136f97bf55313d7d672031,3D Designer,"Scope of work  Support the Créative Director in developing innovative and outstanding a globally acclaimed prestige beauty brand  Develop and execute 3D design projects from idea generation through implementation for stores concept (layout plans), merchandising, promotional packaging  Utilize input from directors and possess the ability to continue further concept exploration and design refinement  Participate in meetings and critiques and revise designs according to feedback  Manage time efficiently and work in an organized fashionQualificationsDegree in industrial design, product design / interior architecture or similar qualifications  Over 3 years of experience agency-side including interior design/visual merchandising/POP  Mastery in 3D conception, perspective, construction drawing, detailing, rendering  sketching  Good knowledge of materials and technical requirements.  Solid network of contractors  suppliers in APAC.  World-class portfolio including credentials for prestige brands and beauty brands  Proficiency in design software ideally  3DMax  ( Autocad is a plus)Mastery in Adobe Creative Suite (Illustrator, Photoshop, InDesign, AfterEffects, Flash)  Well skilled in all Microsoft Office programs (PowerPoint, Excel, Word)  Comfortable discussing and presenting design work  Able to complete challenging projects with tight timelines  Self-motivated and accountable"
0f2f9a8fb7a76cf05b227611031086ad,ACMV Engineer (Facilities Management),"Responsibilities:  Provide technical advice and guidance to the FM service delivery team.  Lead by example and groom FM service delivery team in achieving maximum client satisfaction.  Conduct Technical Investigation as and when required.  Conduct relevant technical training for sites to improve technical competency.  Support mobilisation of new site till operation is stabalised.  Develop Standard Operating Procedure for FM service delivery team.  Conduct Technical Audit to ensure that safety procedures, good maintenance regime and good building system condition are in placed and maintained.  Develop Practical Training regime.  Participate in Engineering process in any engineering work related assignment.  Provide specific expertise for problem-solving of ACMV issues at site.  Explore/introduce suitable/new technologies applicable for FM.Requirements:  Degree in Mechanical Engineering  Minimum 3 years of experience in ACMV trade  A strong communicator  Able to guide and troubleshoot ACMV faults  Good knowledge and experience in ACMV system  Good experience in Inspection, TC, handing  taking over of Mechanical/ ACMV system  A good team player  Meticulous  Able to work independently  Well versed in Microsoft Office and IT savvy  Preferably has a valid class 3 driving license  Has a good safety mindset and displays good WSH behaviour"
1e982f18c9f297b51598273a1ca5e101,Finance cum HR Manager [Tai Seng] 2894,Singapore Based  Attractive Salary Package  Company Benefits  Incentives  Career Progression OpportunitiesInterested applicants can also send your resume to 📲Whatsapp：+65 9460 8816https://api.whatsapp.com/send?phone=6594608816✉️Email: supreme.brandonlim@gmail.comand allow our Consultant to match you with our Clients.
