uuid,title,description
80bd0a1199e7dd7c5311e1fa4d80e1ed,Logistics Executive [Redhill/ 5.5 Alt Sat ] 6405,"Responsibilities  Process Sales Orders, Purchase Orders, Quotations to ensure order fulfilment  Handle customers enquiries over the phone or counter sales  Coordinate delivery with logistics team  Work with other cross functional teams  Actively seeking out new sales opportunities through cold calling, networking and social media  Participate on behalf of the company in exhibitions or conferences  Negotiate/close deals and handle complaints or objections  Collaborate with team members to achieve better results  Gather feedback from customers or prospects and share with internal teams  Monitor on customers sales and follow-up with customers if purchases were not made within 3 months  Provide reports to superiors with customers’ progress and make appropriate recommendations to improve overall sales performance  Back-up on Inventory count, reconciliation, reports and adjustments  Determining causes of discrepancies  Entering physical stock adjustments into ERP system including, shrinkage/disposals, other discrepancies  Stock count at year end and whenever necessary  Month end stock take back for in-house warehouse  Attend to audit queries relating to inventory  Quality related customer complaints – coordination with customer and supplier  Finding quotes and sending samples for testing  Backup on logistical and export sales duties from preparing and processing of contracts, invoices to liaising and coordinating shipment with suppliers/ customers, freight forwarder etc.  Other ad-hoc duties as and when assigned.Requirements  Min. 1 year of working experience in the related field  Require accounting knowledge relating to inventory cut off (timing of sales invoice and actual delivery, stock transfer, goods in transit, etc)"
5d1aac6ac45a528eba05fcda487eb005,IT Specialist,"The role will work with the IT engineers and acts as a “go to” IT specialist supporting the needs of infrastructure groups within the organisation; responsible for building fit of purpose data sets for financial reporting and treasury purposes; creating data connectivity across different systems to enable automated file transfers and implement system and data controls. This role will report into the CFO.Job Description  Design and define the data requirements across users of data, set and roll out IT control standards amp; principles, including privacy, data amp; system security; reference data and master data  Support Finance/Compliance/Operations in business process analysis, process improvements and process modelling  Work with IT engineers and users to ensure successful implementation of applications (including testing, documentation and support)Job Requirements  Degree in Computer Science, Computer engineering orequivalent; 4 to 5 years of working experience. Some finance accounting knowledge will be advantageous  Strong Knowledge in Oracle; MS SQL (or equivalent) and Advanced Excel (VBA) and ability to develop VBA codes.  Ability to write complex queries, work with joins, creating new views from multiple tables  Experienced in querying data, creating rules for data mappings, analysis and modelling  Experienced in creating technical requirements based on business requirements (JIRAs)  Importing data into/from SQL server databases  Experienced in requirements elicitation, definition, traceability and management across different delivery methodologies  Excellent stakeholder engagement and management  Ability to communicate effectively (both verbally and written) with all levels within the organization  Demonstrate problem solving ability  Able to commence immediately or within short notice"
45049995dfe0a5cfc423913a1d245405,"7104-Executive Secretary [legal correspondences | MOU, Tenancy Agreement, Sales & Purchase Agreement | Jurong West | Legal document]","Job title: Executive SecretarySalary range: S$3,500 – S$4,500Location: (Jurong West)5 days830am-5pmRoles  Responsibilities:• Assist the Directors on confidential documents• Coordinate arrangements, meetings and / or conferences for Directors• Take minutes of meeting, prepare correspondence and write speeches for CEO / Chairman• Compile, proofread and revise legal drafts of documents and reports• Liaison with legal company• Prepare simple contracts for businesses e.g Tenancy Agreement, etc• Prepare reports, presentations and correspondence accurately and swiftly• Create and organize information, and generate reference tools for easy use• Manage Directors’ busy calendar, meeting coordination and travel arrangements• Professionally greet and receive guests and clientsRequirements:• Diploma or Degree in business administration• 5 years of experience in an executive support role• Thorough understanding of clerical and secretarial principles• Strong knowledge of databases and tracking systems• Fantastic organizational skills and detail-oriented• Ability to work under pressure and meet deadlines• Brilliant written and verbal communication skills• Proficient in Microsoft Office, and business communication software"
d4aab94281393b233d313ca75a0c8650,Senior Supervisor,"Providing guidance to direct reports, typically comprising first-line managers and supervisors  Ensuring clarity around priorities and goals for the entire functional area  Approving requests for investment to a certain level of authority  Managing overall financial budgeting for her function  Approving hiring and firing requests within her group  Guiding the talent identification and development processes for a group or function  Working across functions with peers in other groups to ensure collaboration for shared goals  Interacting with senior management for reporting  Working with senior management and other peers for strategy development and execution planning  Communicating financial and goal results and key performance indicators to direct reports  Facilitating goal-level creation for the broader function and working with managers to ensure the goals cascade to all workers"
6da89ea3db8446ad51c5fb494be0c53f,Assistant Manager - Origin Bar,"To oversee the administration and operations of the bar section in the outlets. He/she will maximize profits, maintain food / beverage / service quality and ensure customer satisfaction.Key Areas:1. General2. Operations3. Marketing and Planning4. Staff5. Communications6. Quality Control7. Staff Control / Planning8. AdministrationEXPERIENCE  Neat and articulate  Diploma / Degree in food and beverage / hospitality Management  Minimum 2 years’ experience in a similar capacity in an international class hotel  Displays initiative  Commitment to professional values  Team leader / builder"
1b9a37f844483719ec5b2847abf155a0,"AVP, Business Analyst (Avaloq), Consumer Banking Technology, Technology & Operations (WD23121)","Business FunctionGroup Technology and Operations (TO) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality  control, technology, people capability and innovation. In Group TO, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.Job PurposeAs a Business System Analyst (BSA), you will be responsible for developing technical solutions to business problems. This usually begins with defining, analysing and documenting the requirements. Managing requirements at the project level can help fulfil business needs. Solutions often include a software-systems development component, but may also consist of process improvement, organizational change or strategic planning and policy development.The candidate should value simplicity and impact, work comfortably in a collaborative, agile environment, and have the ability and desire to learn. Candidate also require having greater flexibility, greater discipline, and the willingness to work in an evolutionary manner.Key Accountabilities  Work with business stakeholders on solution requirement including mapping business process, establishing project scope and goals.  Collaborate with delivery teams to ensure requirements are clear and delivered successfully.  Collaborate with delivery teams to ensure solution design is optimized for efficiency.  Facilitate conflict resolution and be able to influence business and technical stakeholders towards a common objective.  Develop, execute and manage the project plan, and take corrective actions when project deviates from plan.  Coordinate with business and technical stakeholders to ensure smooth cutover during schedule releases.  Work with business and production management teams to prioritize and resolve critical production issues.  Initiate User Requests (Request for Service) for enhancements on behalf of the business.Responsibilities  Bridge the communication between the development team and business stakeholders, by providing the details explaining the requirements to the team.  To identify stakeholder needs, negotiate priorities between repeating stakeholder factions, and then collaborate with developers to ensure that the requirements are implemented effectively.  Provide clarity in business requirement to allow developers to provision estimates, and serve to represent stakeholders, to provide business priorities.  Act as an SME in the respective domain with sufficient knowledge to interact, solicit requirements, and advise business users on the best solutions  Help develop compelling and innovative solutions while complying with existing standards, guidelines, and processes  Perform end-to-end technical impact analysis and lead the requirement gathering with business users. Propose alternate solutions to meet or improve the desired objectives based on best practices and industry solutions and influence the desired outcomes  Verify that the user requirements are achievable and support business users during UAT and post-implementation phases  Effectively translate user stories/ pain points into technical specification details and collaborate with various development teams to produce high quality deliverables  Review test cases and help resolve requirement/implementation issues during testing phase  Perform Proof of concept before project inceptionRequirements  Must have the ability to investigate and understand how the business works.  Strong analytical and problem-solving skills  Excellent written and verbal communication skills to document and specify requirements to solve business problems.  Ability to facilitate and elicit requirements.  Significant and solid understanding of software development life cycle.  Demonstrable experience of ability to identify the business needs of stakeholders who will be impacted by the change and understand their influence and authority. Significant and demonstrable experience of RDBMS  Experience in facilitation skills for requirement workshop planning, ability to manage requirements during requirement change management.  Understand conduct interface analysis, the understanding of technology infrastructure and how it interconnects, including sharing data to achieve a business goal.  At least 5-7 years + of development or system design working experience  Proven experience of having solved complex analytical and technical problems  Strong analytical skills and proven ability to simplify and clearly communicate complex analytical outcomes, linkages and messages  Strong business and technology knowledge on Wealth product offering and processes  Strong team player and interpersonal skills  Self-starter and motivated  Ability to perform technical impact analysis independently and resourceful in finding information required  Strong believe in doing the right thing in offering solutions  Ability to multi-task and effectively organize him/herself to achieve the objective  Proficient with various tools for collaboration and issue management as well as agile software and development  Prior experience and technical knowledge on Avaloq is a mustApply NowWe offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements."
b3d149f3d4670abb39423bd79a7cff74,Chef,"Prepares ingredients by following recipes; slicing, cutting, chopping, mincing, stirring, whipping, and mixing ingredients; adding seasonings; verifying taste; and plating meals.  Completes hot meal preparation by grilling, sautéing, roasting, frying, and broiling ingredients and assembling and refrigerating cold ingredients.  Contributes to daily, holiday, and theme menus in collaboration with supervisor.  Maintains cleanliness and sanitation of equipment, food storage, and work areas.  Completes cleaning according to daily and weekly schedules and dishwashing/pot washing.  Maintains clean work areas, utensils, and equipment.  Develop new menu items while improvising the existing ones.  Maintain and manage kitchen expenses, food cost, inventory and staffing within the budgetary limits.  Able to cook Indian/Bangladesh food.  Able to do shift work."
7003ceb62ea01324fc060bef121cef12,"Frontend Tech Lead, Customer Service Platform","Founded in 2012, ByteDance is a technology company operating a range of content platforms that inform, educate, entertain and inspire people across languages, cultures and geographies. With a suite of more than a dozen products, including TikTok, Douyin, Toutiao, Helo and Resso, ByteDance now has a portfolio of applications available in over 150 markets and 75 languages.The Customer Service Platform (CSP) is a team that integrate the product technology resources of the company's internal customer service system. Our mission is to provide users with efficient self-service solutions and provide agents with convenient tools so as to improve customer service experience.- Lead the implementation of cross platform web-based features, user interfaces and Node.js based services for customer service platforms- Responsible for driving architectural and code optimisation to improve scalability, reliability and responsiveness of web applications, and to deliver compelling end user experience- Architect efficient and reusable front-end systems that drive complex web applications- Keep at the forefront of emerging web-based technologies and trends, research and evaluate latest web development frameworks, apply new technologies to drive iterative product improvementsQualifications- B. Sc or higher degree in Computer Science or related fields from accredited and reputable institutions- 5+ years experience in developing frontend web applications, with demonstrable expertise in deep optimisation of end user experience, stability  scalability, code modularity and rendering latency- Demonstrable experience in development of complex web platforms, able to plan and execute targeted optimization in performance, engineering efficiency and other key areas- Strong JavaScript/HTML/CSS frontend engineering experience and strong familiarity with key concepts including asynchronous programming, closures and types, layouts, specificity, animation, cross browser compatibility and accessibility- Deep understanding of the underlying design philosophy and implementation of common web frameworks, including React/Vue/Angular- Deep familiarity and experience with common web compilation and bundling frameworks, including Webpack/Rollup/BaBel/AST/Gulp- Good understanding of frontend - backend multi-tier application architecture and protocols, familiarity with product and software development lifecycle process- Experience in development of no-code/low-code platforms is highly advantageousIDEAL CANDIDATE1. Agile, quick self learner, highly self-motivated with strong sense of product ownership and creative problem solver2. Deeply passionate about software coding/development and building great mobile/web applications3. Ability to lead independent research to solve complex technical problems4. Empathetic and results oriented leader and mentor5. Good collaborator and team player, comfortable working in a fast moving, culturally diverse and globally distributed team environment"
d89ec15987e8f3d3ba53823f9eb5f5e7,chef,"聘请餐厅厨师备有一年以上厨房经验 只要肯学，勤劳，能准备材料，煮面，煮料，煎炸全职月薪： $2500 - $3500公作时间： 一星期54小时,月休4-6天, 年假十天地点：Plaza Singapura, Dhoby Ghaut MRT stationA Japanese udon restaurant is looking for a chefMin 1 year of kitchen experienceWilling to learn, hard workingJob scope: food preparation, cook udon  soup, fry tempuraMonthly salary: $2500 - $3500Working hours: 54hrs/week, 4 offdays/month, annual leave 10 daysVenue: Plaza Singapura, Dhoby Ghaut MRT stationCandidates who require work passes need not apply"
d9de4fbc222487fb2c4bed1249e990fd,QAQC Inspector,"DescriptionThe QC Inspector is responsible for the quality levels of field works such as civil, tankage, piping, equipment, steel structures, electrical and instrumentation etc.Responsibilities  Interpret construction and technical drawings.  Communicate engineering/technical/quality requirement to team individual.  Verify that incoming materials meet the requirement  Acts as an internal independent party for the verification of quality welds and ensure that incoming materials meet with specifications.  Inspection at vendors shop facilities and work-sites, on fabricated pipes, steel structure, blasting, painting works, galvanizing or other installation works per ASME and ANSI codes, including verification of tests at their premises.  Check for weld joint preparations, fit-up alignment, dimensional tolerances and visual check on weld.  Liaise with NDT sub-contractors for radiography test, etc.  View and interpret radiograph films before review by client inspectors.  Follow-up on corrective action of non-conforming products.  Prepare and compile inspection reports, non-conformance reports and other quality control.  Monitor welders’ performance and the welding procedures to check for compliance.  Witness and verify the welding procedures qualification tests and welders’ performance qualification tests.  Implement and monitor proper storage, handling and usage of welding equipment and welding filter rods.Requirements  Diploma in Engineering or equivalent  Minimum 2 years in Inspection and Quality Control for Oil and gas industry.  Certified Welding Inspector preferably  Experience in Inspection, Quality Control, testing and commissioning works of Construction for Power, Oil and Chemical Plants"
84d484fbf72d51d6568c38861ba49e24,Receptionist and Admin Assistant (Office Hour) - UP TO $3000 + AWS,"Main Duties:Reception  Greeting and welcoming guests all walk in guests.  Direct visitors to the appropriate person and office.  Answer, screen and forward incoming phone calls.  Ensure reception and office areas are tidy and presentable, with all necessary stationery and material (e.g. pens, forms and brochures)  Provide basic and accurate information in-person and via phone/email  Receive, sort out and distribute daily mail/deliveries. Courier local and overseas services  Maintain office security by following safety procedures and controlling access via the reception desk (Jumpree app, issue visitor badges)  Order front office  pantry supplies and keep inventory of stock  Provide new hires with company's welcoming pack. (Premiums, employee badge and access card)  Perform any other clerical receptionist dutiesAdmin  Responsible for cleaner aunties schedule  duties.  Responsible for maintenance services (Aircon, copier, coffee machine).  Generate Purchase Order and close Purchase Order with Goods receipt.  Responsible for all access card and lockers distribution/tracking  Perform any other clerical admin dutiesRequirements  Proven at least 1 year of working experience as a receptionist, front office representative or similar role would be advantageous.  Candidate that has working experiences in customer service/airline/hotel industry would be advantageous.  Candidates that possess certification in Office Management is a plus.  Professional and have a positive working attitude.  Proficiency in Microsoft Office Suite.  Possess hands-on experience with office equipment (e.g. fax machines and printers).  Excellent written, verbal communication skills, organizational skills.  Multitasking and time-management skills, with the ability to prioritize tasks  Must be flexible to be station either at any one of the office locations.  Candidates that are able to start work within short notice or immediately would be advantageous.Other information:  Monday to Friday : 9am - 6pmInterested applicants please kindly submit your resume to queenie.ooi@manpower.com.sg or click Apply Now button.We regret to inform that successful applicants will be contacted. Thank you.Ooi Eng Kay QueeniePersonal Reg No: R1871400Manpower Staffing Services (S) Pte LtdEA License No: 02C3423"
3dafc89d3b2eeff8237beee03c760296,Regional Sales Director (SG/MY/ID),"Job Overview:  Identify and qualify business opportunities within Service Provider (primary), Enterprise, and Public Sector markets with or without partners.  Negotiation, coordination, and business decisions to close deals.  Develop and hold professional sales presentations, control project progress at each stage, make constant sales calls and follow up with any potential leads, work with partners aggressively to close deals and finalize contracts, meet/exceed sales quotas and revenue goals. Provide effective communication of the Company's technology value propositions and solutions.  Interface with resellers/distributors/channels to become an extended sales force.  Determine market strategies and business goals for the Company’s product lines and services.  Manage forecast reports as well as short-term/long-term business plans in an effective manner.  Maintain constant internal communications with the Sales Engineering team and outside staff of resellers and customers.  Turn in business forecast pipeline regularly and review with Regional Director on a regular basis.  Grow the business and deliver results to meet/exceed the assigned targets.Experience  Qualifications:  Seeking candidates with a mix of extensive business and technology experience  8+ years of networking industry experience within Sales, Business Development and Strategic Alliances  Extensive relationships and experience working with leading telco/wireless equipment/solution vendors  Prior working experience in (or with) Nokia/Ericsson/Huawei (or similar MNCs) and broad understanding of their business units, products, and customers is highly desired  Strong understanding of security infrastructure, DDoS mitigation and detection, application networking (L4  L7), SDN/NFV transformation, cloud infrastructure and services, and mobile networks evolution, including IoT  Great track record of strategic partnerships and alliance development with System Integrators and cloud providers resulting in exceeding annual targets and MBO’s  Vast hands-on experience developing, structuring, and closing large international business contracts  Superior presentation skills and written communication as well as problem-solving skills at both a strategic and functional level  Good knowledge and experiences to manage the Deal pipeline with a strong commitment  Excellent technical, industry, business, and cross-functional knowledge  Solid work ethic, customer-focused, team player, with passion for success"
d6dc4b943d36eb2dd5f56425191c99d9,Finance Executive (MYOB/ Ubi)-7914,"Whatsapp +65 86938995 (Rouis) or  Email: supreme.yaprouis@gmail.comJob Descriptions:  Assist in daily accounting operations including preparation of full sets of accounts  Prepare financial and management report, forecast and budget, cash flow management and related activities  Produce timely closure of monthly, quarterly and yearly accounts and provide prompt and reliable management reports and balance schedules  Perform monthly intercompany, bank, debtors and creditors reconciliation  Liaise with company secretary, tax agent and auditor on year-end closing and filing  Filing of quarterly GST return  Ensure compliance with statutory and company regulations  Stock control and monthly stock reconciliation  Perform any other duties that may be assigned from time to time"
8b267188afc439dfec9f63dfb2db8c2d,Full Stack Developer (Central),"Build intuitive and functional user interfaces using dynamic web presentations technology  Develop new user-facing features for both mobile and desktop devicesRequirements:  Degree in Computer Science or equivalent  A least 2 years in managing CI/CD pipelines, automated testing, docker environments.  Proficient in HTML/CSS, JS, ReactJS, PHP, MySQL/Mongo, NodeJS, Linux, NginxIf you are keen to apply for the position, kindly email your detailed resume in MS Word to hr@recruit-expert.comPlease note that only shortlisted candidates will be notified.For more job opportunities, please visit our website at www.recruit-expert.comEA Licence: 19C9701Registration: R2197559"
34e6b618335f2027bb22b0d66f78e90e,Overhaul Business Engineer,"Key Accountabilities:  Manage subject engines in the shop to achieve business requirements in terms of quality, cost, delivery and lead-time.  Establish and develop working relationships within the Overhaul Base  Evaluate and report service-run engine part conditions.  Identify and analyse both engineering and commercial trends.  Provide powerplant technical and quality assurance support to the shop and to Rolls-Royce Customer teams.  Participate in engineering investigations as required.  Ensure operational activity is compliant with business plans and policies and resolve deviations as necessary.  Contribute across a range of functional activity, such as planning and logistics, risk management, supply chain management, load capacity planning, cost control/invoice management, customer/supplier relationship management.Qualifications:  Preferably a qualified Engineer, typically with a degree in an Engineering discipline.  Technical understanding of Trent 1000 product.  Understanding of overhaul shop practices and familiar with airline operational requirements and company products, particularly in the repair and service engineering environment.  Knowledge of TotalCare® and its administration with knowledge of warranties and guarantees.  Good PC skills with Microsoft Office systems."
5a4f08a35aaa4d27e94679286b33989d,Senior Supervisor,"Providing guidance to direct reports, typically comprising first-line managers and supervisors  Ensuring clarity around priorities and goals for the entire functional area  Approving requests for investment to a certain level of authority  Managing overall financial budgeting for her function  Approving hiring and firing requests within her group  Guiding the talent identification and development processes for a group or function  Working across functions with peers in other groups to ensure collaboration for shared goals  Interacting with senior management for reporting  Working with senior management and other peers for strategy development and execution planning  Communicating financial and goal results and key performance indicators to direct reports  Facilitating goal-level creation for the broader function and working with managers to ensure the goals cascade to all workers"
596cd5749682c27be6022385a9a2255e,Purchaser,"Job Description  Requirements  Request quotation and price negotiation with suppliers.  Prepare purchase order, ensure timely delivery and follow through the complete procurement cycle.  Responsible for construction material / machinery purchase and to maintain with proper record for receipts and issuance.  Matching of supplier’s invoices with supporting documents such as PR, PO  DO.  Maintain up to date prices from suppliers.Job Requirement:  Minimum GCE 'O' Level.  At least 2 years' relevant working experience."
e8a12f585fdf61835840f51e2ede91a0,Marketing Analyst Executive ,"We are looking for an enthusiastic Marketing Analyst Executive to join our Marketing Department. You will be working closely within the Marketing Team to support on data and reporting, implementation of marketing campaigns. If you are a team player and have a passion for data analysis and marketing, we would like to hear from you.Responsibilities· Responsible for data extraction needs of Marketing Team.· Evaluate and develop efficient solutions to improve data and regular reporting templates.· Perform regular data checking, analysis and reporting on Marketing activities’ performance and insights, track effectiveness for continuous improvement.· Support to implement marketing campaigns / promotions to meet KPIs.· Update and maintain accuracy of Company Customer database.· Develop content and creative briefs for marketing collateral such as EDMs, DMs, Website banners, landing pages, advertisements, etc.· Set up campaigns via CRM and Email systems for timely launch.· Follow up calls with customers and surveys as required.· Liaise with external vendors / agencies as required.· Support other social media activities as required.· Support any other related and ad hoc marketing projects / events as required.· Foster good working relationships with internal stakeholders and other departments to ensure effective communication and implementation of marketing campaigns.Requirements· Diploma / Degree in Business / Marketing / Business Analytics discipline.· 2 – 3 years’ experience in Marketing or Data related role.· Proficient with data, analysis, comfortable with numbers and preparing regular reports.· Competent in MS office, particularly Excel.· Knowledge in VBA / Macro / RPA, Python preferred.· Digital marketing and social media experience is a plus.· Self-starter, driven, resilient and able to work independently.· Comfortable with multi-tasking to meet timelines.· Attention to details.· Creative and have good copywriting skills.· Good project management and organization skills.· Strong team player with excellent interpersonal and communication skills.Working Hours:· Monday to Friday, 9am to 6pm"
60abdaa84675f89cf6b8590c8fb32cb4,"Investment Associate| International Bank | Basic up to $ 11,000 ","· Basic up to $11,000· 5 days work week.· Career progression· Degree Holder in the fields of either Finance, Business, Economics or Banking with at least 5 years of experience in advisory role or similar capacity· Strong understanding of key products: Unit Trusts, Bonds, FX and Structured ProductsOur client provides a full range of services in consumer, SME and corporate banking. Our client is looking for suitable candidate to join their growing business as an Investment Advisor.RESPONSIBILITY:· Partner with the Priority Banking Relationship Manager (NRI Market) to provide timely and relevant investment advisory services given client’s financial objectives and needs profile· Utilise in-house advisory platforms to deliver holistic investment advisory to clients· Strengthen the value proposition of the IA team through contributing investment ideas/themes and speaking at market outlook events· Participate and promote digital initiatives, facilitate webinars to drive better wealth management client journey and penetrationREQUIREMENTS:· Degree Holder in the fields of either Finance, Business, Economics or Banking with at least 5 years of experience in advisory role or similar capacity· Demonstrate Passion  affinity for the financial markets· Strong understanding of key products: Unit Trusts, Bonds, FX and Structured Products· Linguistic proficiency and cultural awareness· Self-driven team player who takes initiative and detail oriented· Understanding and familiar of cross border rules and regulationsOTHER INFORMATION:  Location: CBD  Working hours: Retail hours, 5-day work week  Salary: Up till $8,000 higher / Negotiable (Salary will commensurate according to experience  qualifications).  The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff.HOW TO APPLY:Interested candidate, please submit your updated resume in MS WORD Format to:Email – ascend17@achievegroup.asiaor call your Friendly Consultant, Ryan Teo Shun Xiang (Reg. No: R21103235),at 6590 9960 for a confidential discussion.Please indicate the below information in your resume:  Current  Expected salary  Reason(s) for leaving  Availability to commence workWe regret only short-listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or resume to us, you will be deemed to have read  agreed to the terms of our Privacy Policy, and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration, and for our marketing EDMs which you may opt out by unsubscribing in the mailer. You may refer and access our website at www.achievegroup.asia/privacy-policy/ for more information.Cessation of Collection of full NRIC Numbers:In compliance with the Personal Data Protection Act and commitment to protect candidates’ personal data, Achieve Group will cease to collect, process or use full NRIC numbers during our screening and job application process.Kindly ensure your resumes provided to us does not contain your full NRIC number and full home address during your job application.YOUR SUCCESS IS OUR ACHIEVEMENT!"
c3d488b0ec0987a88eca5a3a24065fb4,Technicians [Food manufacturer / woodlands / 5 Days] 9156,"Technicians$2000 to $2500Woodlands Link, Singapore ( 738739 )5 days 8:30am - 6pm ( 8.75hrs/day)Lunch:  45minJob scopes  requirements:- Able to Understand and read Electrical control box/panel- Perform wiring/ cabling / fabrication work and testing when required- Troubleshoot electrical issues when arise during production schedule- Ensure environment health and safety of factory- Ad-hoc project work when assigned- Able to on ‘standby mode’ during production scheduled of 10days- NITEC/DIPLOMA in Electrical or equivalent qualifications- Electrical and wiring knowledge with some hands on experiences- Able to work independently with minimal supervision📲Whatsapp 9851 1096 📩supreme.cherlylim@gmail.com  R2199156 14C7279"
47dc4849ed8dafdb162c3691f66b6c26,Preschool Language Teacher (Pasir Panjang Area),"Learning Vision's teaching team is looking for aspiring, mature and passionate Preschool Chinese Language Teacher! The successful incumbent can look forward to be be part of the highly committed  fun-loving teaching team in their journey to uphold the high-quality early learning environment for our corporate client's employees and families.Learning Vision's unwavering commitment to service excellence has made us the preferred partner of choice for government ministries, tertiary institutions, hospitals and private corporations.Job Responsibilities:  Plan, supervise and implement the programme for the class in accordance with centre’s policies and framework  Complete progress reports on children for each semester and prepare a developmental portfolio for each child  Set up and create a stimulating and engaging pleasant learning environment that promotes self-directed learning  Responsible for all aspects of classroom management and carry out routine care duties to ensure safety and hygiene of the children  Work closely with the other teaching staff in the class in carrying out the duties  Build and maintain close partnership with parentsJob Requirements:  At least a Diploma in Early Childhood Care and Education  Peferably have at least 2 years of relevant working experience in a preschool environment  Obtained valid teaching certifcation (E.g. L2  L1) from ECDA  Proficient in MS Office (i.e. Words, Excel and PPT)  Excellent communication, interpersonal, Project Group Classes Management skills  Open to new ideas and feedback, comfortable with learning and using new technologies and good energy level  Able to work well independently as well as within a teamIf you think you have the above mentioned qualities and attributes, Click on ""APPLY NOW"". Only short-listed candidate will be contacted"
f935647d6366e95179311119f5e8899d,Facility Services Specialist,"Calling All Talented Individuals!The Privé Group wants YOU.As one of the leading lifestyle’s operators in Singapore, The Privé Group is looking for dynamic talents for our existing and upcoming projects.We’ve got an eye out for those who actively endorse our vision and who will become champions for delivering the ultimate guest experience. A rich career path awaits those who are willing to devote their time and energy towards creating a rewarding environment for all.If you are passionate about the food and beverage industry and are serious about advancing your career (while having a bit of fun), we would love to hear from you.Job Responsibilities  Provide high standard of hygiene and cleanliness of the outlet  Emptying waste bins  Sweeping and mopping of floors  Cleaning of toilets and replenishing supplies such as toilet paper  Has good organisational skills and the ability to prioritise  Follow all health and safety regulations  Perform additional duties as neededJoin our growing team of experienced and enthusiastic talents  5 Days’ Work Week  Competitive Salary  Performance Incentives  Training  Development Programmes  Career Progression  Integrated Healthcare Benefits  Medical Insurance  Welfare Support (Night Transportation, Staff Meal)  Staff Discounts  Annual Leaves  Birthday Leave  Benefit  Public Holiday Benefit  Long Term Service Rewards"
e77690175734a8488cb800f7d3f5ae7e,"Analyst, Pre-Order Sales","General scope of work:Reporting to the Order Management Manager, the role will be responsible for booking forecast, pipeline management, order booking support and coordination with the China IBD for shipment activities*.Job responsibilities:· Support selling countries across APAC by reviewing proposals and contract booking· Update and process contracts using the CRM systems· Assess, review and flag on non-conforming sections as per guidelines/framework and work towards resolving flagged issues with the business units and other departments to ensure that required corrections are made for conformance/compatibility.· Coordinate with China IBD for shipment activities and commitments· Develop, monitor, and enforce controls to ensure billing information is accurate, timely, and of the highest quality.· Work with pricing team for validation of discount pricing and assist the pricing team with data needed for volume and mix· Coordinate with supply chain team to have the right shipping options selected by countries along with China IBD teamJob requirements:· Minimum 3 of years of experience in international business, import/export, sales support, and contract management related field.· Prior experience with ERP, CRM, and order management systems – JDE and/or others.· Understanding of general contracting principles and concepts and be able to critically analyze risks associated with terms and conditions in contract documents.· Have good inter-personal skills, and be able to work with and adapt to diverse internal business personnel and external customers· Strong collaborator and team player"
ca30fe67e3f1ebf42d1f0eea5c24ff1f,Dockmaster (Benoi),"Responsibilities:· The primary role of the Dock Master is to carry out yard’s internal ship movement (shifting from berth to berth, undocking and docking) within the yard’s defined movement area· To be kept updated on any new requirement/regulation/notices issued by the Maritime  Port Authority of Singapore (MPA) affecting ship movement within the yard’s defined movement area· Other role includes training the department riggers on tasks such as Rope handling during mooring/unmooring operation, simple marine communication to facilitate efficient communication with harbour pilot and Basic seamanship skills· Prior to conducting any ship movement, to ensure there’s sufficient UKC to transit the planned route· To report to MPA Jurong Control prior to any move· Ensure riggers are properly attired (i.e. PPE, lifejacket) prior to any operation i.e. berthing, un-berthing, docking and undocking operations· To lead rigger team and identify their training needs· Controlling of budget which includes man hours· Preparation and submission of ship movement service report to Commercial DepartmentRequirements:· Polytechnic Diploma in Maritime Studies· Possess COC Class 3 Certificate (Deck)· Preferably with some sailing experience· Able to prepare and interpret general docking plan· Able to prepare and conduct docking/undocking operations on Syncrolift and Floating Dock· Able to pilot a vessel independently· Knowledgeable in the area of MPA Act, rules and regulations· Possess basic budgeting knowledge· Proficient with MS Word/Excel/Powerpoint· Possess leadership and man-management experience· Able to work long hours after office hours for vessel movements· Able to work on weekends and public holidays· Prepared to be called up with minimum notice in the event of emergencyOther Information:· Location: Benoi Road (Island-wide transport provided)· 5 days work week· Working Hours: 7.25am-5pm"
fbbc83b378cb7a40030919c101fbfdb0,Marketing Executive [5 days| FMCG] 2894,Singapore Based  Attractive Salary Package  Company Benefits  Incentives  Career Progression OpportunitiesInterested applicants can also send your resume to 📲Whatsapp：+65 9460 8816https://api.whatsapp.com/send?phone=6594608816✉️Email: supreme.brandonlim@gmail.comand allow our Consultant to match you with our Clients.
